"VAR_0001","VAR_0002","VAR_0003","VAR_0065","VAR_0070","VAR_0085","VAR_0136","VAR_0198","VAR_0211","VAR_0224","VAR_0238","VAR_0241","VAR_0268","VAR_0272","VAR_0273","VAR_0274","VAR_0281","VAR_0292","VAR_0294","VAR_0298","VAR_0302","VAR_0312","VAR_0314","VAR_0318","VAR_0323","VAR_0330","VAR_0337","VAR_0504","VAR_0513","VAR_0515","VAR_0539","VAR_0543","VAR_0549","VAR_0554","VAR_0560","VAR_0578","VAR_0582","VAR_0607","VAR_0608","VAR_0610","VAR_0612","VAR_0649","VAR_0654","VAR_0704","VAR_0707","VAR_0710","VAR_0711","VAR_0715","VAR_0719","VAR_0794","VAR_0805","VAR_0806","VAR_0809","VAR_0849","VAR_0852","VAR_0853","VAR_0854","VAR_0857","VAR_0870","VAR_0879","VAR_0880","VAR_0882","VAR_0884","VAR_0885","VAR_0887","VAR_0891","VAR_0895","VAR_0908","VAR_0916","VAR_0917","VAR_0918","VAR_0919","VAR_0920","VAR_0967","VAR_0969","VAR_1021","VAR_1087","VAR_1088","VAR_1119","VAR_1126","VAR_1127","VAR_1130","VAR_1135","VAR_1149","VAR_1150","VAR_1247","VAR_1257","VAR_1320","VAR_1328","VAR_1397","VAR_1494","VAR_1529","VAR_1530","VAR_1566","VAR_1746","VAR_1747","VAR_1749","VAR_1790","VAR_1934","VAR_0073"
"H",108,24,1,0,1,0,35,NA,1,1,90706,1,436,424,"CA",2,1,2008,465000,96,1,2008,465000,85,65000,1.3,0,0,0,1,326179,998,8,5,51,2,200,324,610,12,1321,999999994,32812,89,-99999,1,1,2,5,1,1,-99999,1,1,1,1,17,4,11,80,-99999,40,63,29166,124157,2530,22058,4,0,236838,236838,239463,998,5,3,326179,11750,83,4,90,4104,16,90,62,0,1,750,57,0,23479,9996,142,4,0,1321,1,1,"IAPS",NA
"R",336,0,1,0,1,0,66,NA,1,1,60660,1,600,575,"IL",2,0,-1,0,231,0,-1,0,1,-1,0,0,0,-1,0,799,998,6,2,31,97,999999997,999999997,999999997,997,999999996,999999997,-99999,113,-99999,0,1,2,13,-99999,0,-99999,12,12,13,13,-99999,24,0,0,-99999,-99999,100,0,-99999,-99999,-99999,12,0,0,999999998,0,998,1,97,999999997,61731,40,60,997,2152,9996,124,87,999999997,400,999999997,996,0,999999997,8,192,2,1,999999997,400,97,"RCC",NA
"H",203,70,1,0,1,0,41,NA,1,1,75840,0,301,289,"TX",2,0,-1,0,150,0,-1,0,188,-1,0,1,0,-1,1,156965,400,9,6,10,97,999999997,999999997,999999997,997,9497,999999994,17135,47,-99999,2,2,6,5,1,2,-99999,1,4,15,15,69,0,33,84,-99999,65,100,17135,65497,517,101606,5,681,1384,1384,1978,996,1,0,156965,1978,75,17,86,1205,48,53,52,999999997,400,999999997,996,998,81502,9996,100,3,0,4590,1,97,"IAPS",NA
"H",33,33,1,0,1,0,29,NA,1,1,28712,0,186,167,"AL",1,0,-1,0,4,0,-1,0,1,-1,0,0,1,33,0,8417,998,9996,96,9998,98,80,30,80,24,997,999999994,426,83,-99999,-99999,-99999,0,2,0,0,-99999,7,-99999,13,-99999,-99999,7,25,10,-99999,31,100,426,-99999,800,-99999,2,143,143,0,143,1,1,96,8417,969,60,40,100,161,9996,54,38,999999998,998,999999998,998,998,7617,9996,54,0,0,997,1,0,"BRANCH",NA
"H",396,228,1,0,1,0,57,NA,1,1,24112,1,543,531,"VA",1,1,2012,0,42,1,2012,0,1,33600,0,0,0,-1,0,39387,998,3,15,16,5,100,399,645,26,19759,999999994,1632,46,0,0,0,2,11,4,0,-99999,1,16,2,2,2,0,64,65,43,33,75,1440,-99999,918,23197,9,1158,1263,1079,1986,1,14,5,39137,14017,55,24,67,1219,1,53,41,0,60,2280,994,0,23197,9996,168,2,0,999999996,60,5,"CSC",NA
"R",12,20,1,0,1,0,28,NA,1,1,32818,0,338,314,"NY",2,0,-1,0,11,0,-1,0,1,0,1.39,0,1,-1,2,1494,400,59,1,9998,1,25,10,25,5,999999996,999999996,721,91,-99999,-99999,-99999,0,4,2,2,-99999,12,-99999,37,37,37,2,40,96,-99999,96,100,721,-99999,750,-99999,5,0,0,0,5563,998,2,0,1494,3001,38,50,67,517,50,82,95,0,1,500,97,998,999999996,9996,131,1,98,999999998,998,2,"IAPS",NA
"H",18,78,1,0,1,0,35,NA,1,2,80010,0,311,299,"CO",2,0,2012,180815,17,0,2012,180815,1,0,0.92,0,1,64,0,151667,998,2,1,22,3,90,133,163,37,11551,999999994,18609,46,-99999,-99999,-99999,0,6,3,2,0,0,-99999,5,80,-99999,1,43,94,39,40,100,13957,129039,682,39919,5,234,234,0,234,998,9,0,151667,347,75,25,92,549,74,47,86,0,1,517,93,0,15288,79,120,2,0,999999997,1,4,"MOBILE",NA
"R",32,8,3,0,1,0,39,293,1,3,22041,0,134,110,"IL",1,0,-1,0,3,0,-1,0,1,-1,0,0,0,51,0,34372,998,18,29,25,2,106,143,252,9,9409,999999994,1759,51,-99999,0,2,2,0,3,4,-99999,8,10,0,0,-99999,3,41,52,62,62,47,1382,-99999,845,19336,0,0,0,0,0,998,13,5,33562,0,67,0,69,1108,2,48,9994,0,30,1250,994,998,15259,9996,49,3,0,999999997,1,4,"IAPS",NA
"H",83,139,1,0,1,0,41,NA,1,1,31406,0,350,314,"MA",2,1,2012,150000,75,1,2012,150000,65,0,0.97,0,1,0,0,173711,998,9996,96,9998,3,319,4,344,3,8342,999999994,28534,132,-99999,0,0,1,0,2,3,-99999,11,23,-99999,-99999,-99999,11,30,88,-99999,55,100,23779,127733,3175,-99999,0,0,0,0,0,997,4,96,173711,0,100,0,100,2575,9996,129,9994,0,1,4225,100,998,13220,9996,198,0,0,999999997,1,5,"BRANCH",NA
"R",15,1,2,0,2,0,31,NA,1,3,97503,0,357,345,"TX",1,0,-1,0,4,0,-1,0,1,-1,0,0,1,-1,0,21250,998,8,16,14,6,73,70,257,7,16050,999999994,2793,42,-99999,1,1,2,17,6,6,-99999,0,1,8,17,-99999,11,75,92,-99999,100,100,2444,-99999,534,17511,10,280,994,0,994,998,7,0,21250,11233,50,45,82,721,62,21,56,0,1,567,101,998,17511,42,147,2,0,999999996,1,6,"BRANCH",8.89684e+017
"R",8,13,3,1,1,0,41,NA,1,21,35023,0,406,381,"MI",2,1,-1,0,1,1,-1,0,1,-1,0,1,0,0,3,7884,998,0,8,15,98,999999997,999999997,999999997,997,5725,999999994,5725,42,-99999,0,0,2,35,-99999,0,-99999,4,16,2,2,2,6,-99999,73,-99999,-99999,100,5725,-99999,-99999,7884,36,17926,19919,19919,22531,998,96,1,7884,33589,5,92,4,940,0,48,37,999999998,998,999999998,998,0,7884,1,77,2,0,999999997,120,97,"BRANCH",8.83012e+017
"H",12,134,1,0,1,0,45,NA,1,1,35634,0,398,361,"AL",2,0,2011,0,7,0,2011,0,1,-1,0,0,1,56,0,108335,998,9996,96,32,97,40,0,40,3,999999996,999999997,17153,35,1,1,1,1,1,2,4,0,0,0,107,-99999,-99999,4,13,94,0,63,100,11435,102409,1333,13279,0,0,0,0,0,997,6,96,108035,0,100,0,100,1280,9996,51,9994,999999997,1,999999997,997,997,999999997,9996,137,4,0,999999997,1,1,"BRANCH",NA
"R",147,0,8,6,5,2,64,NA,1,10,15227,0,590,554,"PA",2,0,-1,0,148,0,-1,0,140,0,0,0,1,-1,0,18000,998,19,96,9998,3,665,780,845,52,474,87,1716,54,-99999,1,1,1,0,4,11,-99999,0,0,35,35,-99999,0,75,74,-99999,88,79,1716,-99999,1883,-99999,0,0,0,0,0,997,5,3,18000,0,73,0,100,671,32,78,9994,0,1,2500,55,0,10000,9996,115,3,0,159,1,2,"IAPS",9.02523e+017
"H",295,379,1,0,1,0,57,NA,1,1,60622,0,353,329,"IL",2,0,2011,0,296,0,2011,0,54,0,1.01,0,1,-1,0,284117,998,8,1,15,0,50,50,100,8,864,226,27845,69,0,0,0,2,2,0,1,0,0,20,40,40,76,4,44,87,48,26,80,22782,214694,2793,38901,1,0,0,0,0,1,8,1,284117,227,87,3,100,1966,37,68,52,0,1,999999996,996,998,42817,9996,122,2,0,864,1,1,"BRANCH",NA
"H",362,161,1,0,1,0,54,NA,1,1,36260,1,482,458,"AL",1,0,2012,0,80,0,-1,0,1,-1,0,0,0,0,0,112690,400,3,14,65,2,184,0,284,3,27458,999999994,11148,98,0,0,1,1,4,2,0,-99999,3,12,2,2,-99999,4,44,79,39,69,86,11148,39332,3475,-99999,2,1100,1100,996,1100,1,6,0,112690,1100,83,9,60,1974,1,102,25,0,30,2750,16,0,39290,57,169,0,0,28588,1,2,"BRANCH",NA
"H",6,76,1,0,1,0,37,NA,1,1,28110,0,377,365,"NC",-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,7,0,96400,998,2,96,9998,3,171,18,199,2,999999996,999999997,13910,82,-99999,1,1,1,0,3,2,-99999,4,5,3,3,-99999,5,33,85,-99999,90,100,12171,-99999,16817,9125,1,1400,1400,0,1400,997,5,0,95900,1400,86,5,71,2256,0,112,1,0,1,6133,994,997,999999997,9996,124,3,0,999999997,1,3,"IAPS",NA
"H",202,157,2,0,1,0,48,126,1,2,75110,0,465,453,"TX",2,1,2011,0,192,1,2011,0,97,-1,0,0,0,0,0,18615,998,9996,96,2,2,50,51,113,13,150,157,1306,92,-99999,1,1,2,6,0,0,-99999,4,4,21,-99999,-99999,4,25,33,42,26,100,653,-99999,1946,2082,5,0,303,0,764,998,7,0,18065,712,72,28,82,1178,9996,91,27,0,1,1185,0,998,5695,9996,24,2,98,999999998,998,0,"BRANCH",NA
"H",444,216,1,0,1,0,83,NA,1,1,26757,1,930,736,"PA",1,1,-1,0,26,1,2012,0,1,-1,0,0,0,0,0,46960,400,35,3,9998,0,50,46,81,9,2582,999999994,1131,104,-99999,0,2,3,5,0,1,-99999,4,11,37,37,-99999,4,14,41,-99999,16,100,1131,-99999,2775,-99999,4,0,0,0,4679,996,7,0,45200,38562,91,9,89,4520,9996,106,81,0,1,34600,994,998,2650,9996,141,3,0,2582,1,0,"CSC",NA
"R",26,116,1,0,1,0,29,NA,1,1,46321,0,308,284,"IL",2,1,2011,0,11,1,2011,0,1,-1,0,0,1,0,0,15600,998,15,1,9998,1,405,428,453,343,999999998,999999998,132,64,-99999,-99999,-99999,0,4,0,0,0,0,-99999,33,33,-99999,8,8,4,51,4,100,33,-99999,940,-99999,1,0,0,999999998,0,998,4,96,3700,3000,92,8,100,931,9996,86,42,0,400,500,994,998,999999998,9998,9998,2,98,999999998,998,0,"IAPS",NA
"H",211,0,1,0,1,0,51,NA,1,1,32808,0,457,432,"NY",2,1,2012,110000,201,1,2012,110000,100,0,0.2,0,1,-1,1,192077,400,8,5,63,1,35,31,91,11,999999996,999999996,58237,76,-99999,0,0,1,4,2,3,-99999,6,16,64,64,64,11,67,91,0,52,100,43678,173559,733,-99999,4,0,814,814,814,998,3,0,192077,13554,60,20,67,577,60,59,80,0,1,500,994,998,999999996,20,149,5,98,999999998,998,1,"IAPS",NA
"R",12,72,1,0,1,0,26,NA,1,1,11743,0,328,291,"NY",2,0,2011,435689,3,0,2011,435689,1,-1,0,0,1,63,0,28200,998,5,42,85,4,686,1235,1351,33,999999996,999999997,5372,68,-99999,-99999,-99999,0,7,1,1,-99999,3,-99999,18,18,69,3,13,52,-99999,51,67,4029,-99999,4141,18648,6,0,0,0,0,998,3,3,28200,5000,60,10,100,1436,65,66,82,0,1,5075,994,998,999999997,9996,85,2,98,999999998,998,1,"IAPS",NA
"H",142,70,1,0,1,0,34,NA,1,1,32763,0,301,289,"FL",2,0,2011,158031,144,0,2011,158031,100,-1,0,0,0,47,2,132762,998,5,14,92,97,999999996,999999996,999999996,996,999999996,999999996,119402,94,-99999,-99999,-99999,0,6,-99999,0,-99999,4,-99999,2,2,2,43,0,90,-99999,-99999,0,119402,119402,-99999,-99999,8,119629,119737,119402,133507,996,96,1,132762,25090,33,39,0,1155,2,110,37,999999997,997,999999997,997,998,999999996,27,141,1,1,999999996,400,0,"IAPS",NA
"H",49,276,1,0,1,0,48,NA,1,1,37932,0,408,384,"TN",1,1,2012,274889,50,1,2012,294036,1,0,1,0,1,0,0,390891,998,13,16,7,4,167,151,694,4,1090,189,27947,104,0,0,0,2,0,1,4,0,0,21,34,34,-99999,2,29,88,1,43,88,19214,259304,3791,26219,0,0,0,0,0,998,10,2,357217,0,92,0,100,4261,31,99,9994,0,1,5948,994,0,40219,9996,256,0,0,999999997,1,3,"IAPS",NA
"R",18,18,5,12,1,0,20,NA,5,13,73069,0,124,104,"OK",2,1,2012,62000,8,1,2012,62000,7,0,1.08,0,1,0,99,999999999,999,9999,99,9999,99,999999999,999999999,999999999,999,999999999,999999999,235,2,-99999,1,1,1,0,-99999,0,-99999,1,4,-99999,-99999,-99999,2,-99999,83,-99999,-99999,-99999,235,-99999,-99999,-99999,99,999999999,999999999,999999999,999999999,999,99,99,999999999,999999999,999,999,999,999999,9999,9999,9999,999999999,999,999999999,999,999,999999999,9999,9999,6,99,999999999,999,99,"IAPS",8.71111e+017
"R",50,39,2,0,1,0,33,180,1,2,37144,0,393,380,"FL",1,0,2011,126552,75,0,2009,75264,70,0,0.71,0,1,-1,1,19632,400,2,3,16,1,25,10,25,5,15960,999999994,3548,38,-99999,5,10,13,3,1,3,-99999,0,0,16,16,25,1,17,90,-99999,100,100,3548,-99999,500,-99999,4,0,179,0,7855,1,5,96,18662,7600,75,19,100,619,23,44,51,0,1,500,97,0,18162,38,120,2,0,17438,1,1,"IAPS",NA
"H",229,4,1,0,1,0,45,NA,1,1,31316,1,569,557,"GA",2,0,-1,0,46,0,-1,0,46,-1,0,0,0,0,0,26695,30,38,96,60,10,90,0,397,3,501,186,1372,98,-99999,2,2,2,1,9,8,-99999,0,0,4,10,-99999,10,79,83,63,88,94,1372,-99999,1700,-99999,1,16,16,0,16,998,14,0,26345,16,90,5,93,2035,66,102,1,0,1,1770,52,0,6245,9996,120,0,0,501,30,8,"IAPS",NA
"H",999,51,1,0,1,0,60,NA,1,1,54486,0,533,508,"WI",2,0,2011,0,81,0,2011,0,77,-1,0,0,0,-1,0,10903,998,12,7,64,0,999999996,999999996,999999996,996,1430,350,18682,63,-99999,1,1,1,7,-99999,1,-99999,0,0,2,2,2,15,0,84,-99999,-99999,67,18682,54190,-99999,-99999,6,54567,54567,54472,54567,1,96,0,10903,56095,27,55,29,364,15,39,31,0,400,999999996,996,997,10903,9996,64,0,0,1430,30,0,"IAPS",NA
"R",36,60,1,0,1,0,29,NA,1,1,97479,0,285,261,"OR",1,0,2012,199550,33,0,-1,0,21,0,1.32,0,0,-1,3,7947,400,12,1,62,0,40,0,40,14,6841,999999994,15671,62,-99999,0,0,2,1,2,2,-99999,0,21,34,-99999,-99999,1,50,93,-99999,81,100,15671,-99999,3100,61124,5,0,0,0,71799,997,1,1,7947,240421,78,19,43,2221,29,92,62,0,0,999999996,996,997,7547,9996,119,0,0,6841,1,0,"BRANCH",NA
"H",318,0,1,0,1,0,68,NA,1,1,28306,0,651,615,"NH",2,1,2012,93070,343,1,2012,93070,135,29000,0.42,0,0,-1,0,188613,998,23,22,165,1,0,999999996,0,996,999999996,999999996,44053,142,0,-99999,-99999,0,1,0,2,-99999,0,-99999,9,9,-99999,3,0,81,-99999,0,67,33040,64118,4100,3924,0,0,0,0,0,997,1,1,188613,0,91,0,80,3030,6,146,9994,0,1,4100,994,998,999999996,9996,168,2,0,999999996,60,0,"BRANCH",NA
"R",289,0,1,0,1,0,63,NA,1,1,28351,0,583,559,"NC",2,0,-1,0,180,0,-1,0,1,-1,0,0,1,6,2,26697,998,3,23,43,3,605,1261,1373,222,5793,999999994,1845,88,-99999,0,0,3,17,1,1,-99999,1,16,0,0,3,12,18,28,-99999,16,20,1476,-99999,1000,20979,12,3569,4954,2880,5476,996,3,8,26697,4936,46,29,19,2349,1,83,72,0,90,1000,994,998,23697,9996,265,1,0,2013,30,1,"BRANCH",NA
"R",140,128,1,0,1,0,29,NA,1,1,78574,0,361,337,"TX",1,0,-1,0,341,0,-1,0,1,0,0,1,0,-1,1,33184,400,10,21,13,2,50,60,100,15,765,999999994,5180,67,-99999,0,1,1,4,0,0,-99999,6,12,1,1,19,7,25,75,-99999,52,100,5180,-99999,550,26654,6,1493,4998,4998,5258,997,2,0,33184,7853,68,23,56,1319,16,67,38,0,400,550,42,997,32084,9996,122,3,0,999999997,1,1,"BRANCH",NA
"R",56,73,14,12,14,4,30,NA,1,14,92705,0,374,362,"CA",2,0,2011,793023,41,0,2011,793023,21,0,1,0,0,-1,0,35562,998,17,96,13,3,731,815,1034,12,13908,999999994,7423,70,-99999,3,3,4,0,1,2,-99999,1,1,59,59,-99999,6,25,89,-99999,93,100,7423,-99999,762,16197,0,0,0,0,0,998,2,96,35562,0,90,0,100,691,59,74,9994,0,1,3083,994,0,24197,9996,127,5,0,7651,1,3,"IAPS",8.69288e+017
"R",2,72,1,0,1,0,24,NA,1,1,28546,0,266,254,"SC",-1,0,2011,98000,15,0,-1,0,1,86000,0.99,1,1,-1,0,52901,998,14,1,3,1,15,0,15,5,11004,999999994,7557,34,-99999,1,1,1,0,2,3,-99999,0,0,10,10,-99999,4,75,86,29,81,100,7557,-99999,850,48277,1,0,0,0,0,997,4,96,52781,200,88,6,100,566,27,32,75,0,1,300,94,0,50231,9996,64,4,0,1820,30,2,"IAPS",NA
"R",13,12,2,0,1,0,18,NA,1,2,79916,0,229,210,"IL",-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,4245,998,9996,96,9998,98,0,999999996,0,996,2114,999999994,1515,5,-99999,-99999,-99999,0,0,0,0,-99999,2,-99999,-99999,-99999,-99999,2,50,68,-99999,49,100,1136,-99999,1350,-99999,0,0,0,0,0,998,3,96,4245,0,100,0,100,13,9996,4,9994,999999998,998,999999998,998,998,3945,9996,4,2,0,3435,1,0,"IAPS",8.81061e+017
"R",72,76,1,0,1,0,41,NA,1,1,27292,0,344,320,"NC",2,0,-1,0,69,0,-1,0,1,0,0.81,0,1,52,0,10359,998,6,15,9998,98,999999998,999999998,999999998,998,8834,999999994,8595,52,-99999,0,0,2,8,-99999,0,-99999,3,14,2,18,-99999,49,-99999,83,-99999,-99999,0,8595,-99999,-99999,-99999,4,0,0,0,140,998,1,2,10359,454,38,50,33,218,15,55,36,999999998,998,999999998,998,998,10359,9996,78,1,0,8834,30,98,"IAPS",NA
"H",35,69,2,0,1,0,29,NA,2,2,79936,0,361,337,"TX",1,0,2012,108672,11,0,2009,38690,1,0,1.01,0,0,-1,1,39736,998,19,15,9998,97,999999997,999999997,999999997,997,10358,203,12857,73,-99999,-99999,-99999,0,5,-99999,1,-99999,14,-99999,1,1,1,14,0,86,-99999,-99999,50,12857,-99999,-99999,-99999,12,33500,34011,33500,37845,998,96,1,39736,11799,44,44,22,1386,1,81,69,999999997,997,999999997,997,998,39736,9996,100,2,0,812,1,97,"IAPS",8.5217e+017
"R",25,30,1,0,1,0,24,NA,1,1,61362,0,301,277,"IL",2,0,2012,0,14,0,2012,0,1,-1,0,0,1,-1,0,14424,998,10,13,12,2,159,0,237,9,7326,999999994,2325,23,-99999,-99999,-99999,0,1,2,2,0,8,-99999,59,59,59,7,75,64,-99999,41,100,2325,-99999,1988,8524,1,0,0,0,0,998,3,96,14424,0,80,0,100,102,43,8,70,0,1,450,80,998,8524,9996,12,3,98,999999998,998,1,"MOBILE",NA
"H",58,106,1,0,1,0,71,NA,1,1,36376,0,680,655,"GA",2,0,-1,0,102,0,-1,0,49,-1,0,0,0,49,0,30791,998,9996,96,9998,98,999999997,999999997,999999997,997,18640,999999994,8698,79,-99999,3,4,6,0,-99999,0,-99999,4,4,-99999,-99999,-99999,4,0,83,-99999,-99999,100,8698,18549,-99999,-99999,0,0,0,0,0,1,1,96,30791,0,100,0,100,433,9996,73,9994,999999998,998,999999998,998,998,30791,9996,140,0,0,25939,1,97,"BRANCH",NA
"R",2,8,4,0,1,0,22,NA,1,7,70127,0,274,262,"TX",2,0,-1,0,2,0,-1,0,1,0,1.3,0,1,-1,1,7572,998,2,1,9998,2,0,999999996,0,996,6422,999999994,438,30,-99999,-99999,-99999,0,4,2,2,-99999,3,-99999,1,1,1,12,50,110,-99999,110,67,438,-99999,400,-99999,4,1648,1648,1648,1699,998,3,0,7222,1157,43,43,40,146,1,26,13,789,400,400,127,998,6422,9996,43,2,98,999999998,998,2,"RCC",8.58272e+017
"R",47,228,54,209,39,1,58,7,10,388,98031,0,532,507,"WA",2,0,-1,0,214,0,-1,0,1,-1,0,1,1,-1,6,9618,998,7,2,2,3,30,7,61,5,505,999999994,1834,51,-99999,2,4,9,32,4,2,-99999,2,2,0,0,8,4,31,89,-99999,91,50,1834,-99999,681,7613,21,21581,21581,21444,22477,997,4,1,9618,258708,51,47,54,3014,7,81,55,2381,400,500,994,0,8118,1,130,4,1,505,400,2,"IAPS",9.07638e+017
"R",4,45,1,0,1,0,34,NA,1,1,22309,0,61,52,"VA",2,0,-1,0,3,0,-1,0,4,-1,0,0,0,0,0,41756,998,7,96,12,3,100,58,200,10,18549,999999994,3794,22,-99999,1,2,3,0,4,3,-99999,1,1,9,9,-99999,3,70,81,11,82,89,3415,-99999,1713,22056,0,0,0,0,0,998,8,2,41756,0,85,0,91,242,5,21,9994,0,1,2900,95,0,28556,9996,27,4,0,5842,1,3,"BRANCH",NA
"H",147,0,1,0,3,0,61,NA,1,33,21085,0,557,533,"MD",2,1,2011,347244,144,1,2011,347244,63,-1,0,0,1,0,6,169650,400,2,6,70,5,400,689,867,29,999999996,999999996,19779,105,-99999,-99999,-99999,0,21,4,1,-99999,0,-99999,0,0,-99999,2,22,82,6,21,89,15383,135215,1956,-99999,8,0,0,0,16685,998,8,1,169650,31147,72,22,60,4016,39,130,56,0,1,920,87,998,999999996,33,168,4,3,999999996,400,4,"IAPS",NA
"H",155,115,3,1,2,0,37,52,1,3,46164,0,437,413,"OH",2,1,2011,0,143,1,2011,0,125,0,0,0,1,0,0,134188,998,9996,96,9998,98,999999997,999999997,999999997,997,1218,999999994,62930,46,-99999,1,1,1,6,-99999,1,-99999,2,2,12,-99999,-99999,18,0,94,-99999,-99999,100,62930,124699,-99999,-99999,6,1629,1807,0,1868,998,1,0,134088,1310,50,50,40,272,9996,44,28,999999998,998,999999998,998,998,2088,9996,41,1,0,1218,1,97,"BRANCH",8.66897e+017
"R",65,70,1,0,1,0,44,NA,1,1,19082,1,202,187,"NJ",2,1,2011,237201,78,1,2011,237201,57,0,0.78,1,0,0,0,4597,400,7,12,42,2,100,82,200,5,999999996,999999996,2064,88,-99999,2,9,18,10,2,2,-99999,1,1,8,11,42,4,15,82,-99999,82,100,1376,-99999,1677,-99999,9,0,0,0,0,997,4,96,4000,39677,56,28,100,2191,41,76,92,0,400,2000,100,998,999999996,20,118,4,1,999999997,400,2,"BRANCH",NA
"R",43,24,8,2,5,0,24,NA,1,22,10457,0,266,242,"NY",2,0,2011,0,37,0,2011,0,14,-1,0,1,1,-1,0,20379,400,4,3,3,3,25,5,50,10,19535,999999994,5002,35,-99999,-99999,-99999,0,5,3,4,-99999,4,-99999,0,0,-99999,4,75,98,-99999,97,50,5002,-99999,297,19579,5,0,0,0,0,998,3,96,20379,1882,44,56,100,206,9996,16,47,0,1,267,100,998,19579,35,65,3,98,999999998,998,3,"IAPS",8.67124e+017
"R",0,26,1,0,1,0,24,NA,1,1,96734,0,289,265,"LA",-1,0,-1,0,5,0,-1,0,6,815000,2.15,0,1,-1,0,39781,1,9996,96,9998,1,200,160,200,11,37731,999999994,19882,34,-99999,-99999,-99999,0,1,1,2,-99999,-99999,-99999,14,-99999,-99999,9,25,100,-99999,98,100,19882,-99999,2065,-99999,1,0,214,0,214,998,2,96,39781,202,89,11,100,283,9996,33,14,0,1,2000,994,998,37781,9996,31,1,98,999999998,998,1,"BRANCH",NA
"R",87,64,1,0,1,0,47,NA,1,1,35661,0,407,383,"AL",2,0,-1,0,82,0,-1,0,21,-1,0,0,0,8,1,1452,400,16,96,9998,98,0,999999996,0,996,369,999999994,487,27,0,5,7,9,2,1,2,-99999,1,1,1,1,-99999,1,33,72,95,44,100,417,-99999,325,-99999,4,0,299,253,802,1,2,0,1452,802,76,24,57,407,9996,27,31,999999998,998,999999998,998,998,1152,9996,60,0,0,929,1,1,"IAPS",NA
"R",40,40,1,0,1,0,28,NA,1,1,87116,0,355,319,"IL",2,0,-1,0,22,0,-1,0,1,-1,0,0,0,67,0,44527,998,10,2,15,3,1700,2115,2250,52,1546,999999994,5045,46,-99999,-99999,-99999,0,3,3,2,-99999,9,-99999,1,1,72,17,67,80,-99999,93,50,5045,-99999,1915,32197,5,0,0,0,472,998,6,3,44027,840,64,18,75,801,2,43,76,0,30,1372,994,1,36712,9996,90,1,0,530,1,4,"IAPS",NA
"R",9,144,1,0,1,0,30,NA,1,4,31905,0,351,315,"OH",2,0,-1,0,8,0,-1,0,2,-1,0,1,0,-1,0,62276,400,6,1,3,1,124,3,124,2,16570,999999994,9415,51,-99999,3,7,8,3,2,4,-99999,1,3,1,1,59,3,40,95,-99999,97,67,9415,-99999,4500,53276,3,0,0,0,1045,997,2,0,62276,1045,81,12,67,1209,1,54,46,0,1,6000,100,0,53276,9996,113,3,0,999999996,1,2,"BRANCH",7.82807e+017
"R",84,72,1,0,1,0,59,NA,1,1,23430,0,532,507,"WV",2,0,-1,0,74,0,-1,0,25,-1,0,1,0,-1,3,31601,400,2,42,64,1,25,0,25,6,5715,0,4516,76,0,1,1,3,22,1,1,-99999,4,6,0,0,0,5,5,57,-99999,172,60,4516,-99999,300,13877,15,1045,3310,3176,10842,998,2,1,31601,9952,43,50,25,1583,0,96,55,0,60,300,994,998,31301,9996,181,2,0,12374,1,1,"BRANCH",NA
"R",34,12,1,0,1,0,37,NA,1,1,17110,0,434,422,"PR",-1,0,-1,0,16,0,-1,0,11,-1,0,0,1,27,0,24289,998,9996,96,17,2,100,4,100,2,6023,999999994,2157,66,-99999,-99999,-99999,0,9,1,1,-99999,6,-99999,2,-99999,-99999,11,27,50,0,37,100,995,-99999,1535,8018,5,0,560,0,1522,998,12,0,23489,1522,77,23,80,1043,9996,61,28,0,1,3250,75,998,8018,9996,81,1,0,999999997,1,2,"BRANCH",NA
"H",91,104,2,0,2,1,38,NA,1,2,19139,0,420,384,"PA",2,1,2012,0,80,1,2012,0,8,23600,0.21,0,1,0,3,291781,998,2,13,42,1,100,70,100,25,4734,999999994,48869,102,0,0,0,4,20,1,3,-99999,7,16,3,3,3,25,9,100,-99999,87,29,48869,72073,517,-99999,19,76590,295843,295843,301444,997,2,2,291781,39767,61,24,25,5053,1,122,63,0,1,500,994,998,10000,7,237,1,0,4734,400,1,"BRANCH",9.02059e+017
"H",121,241,1,0,1,0,56,NA,1,1,36116,1,534,522,"AZ",2,1,2011,0,86,1,2011,0,26,70000,0.8,0,0,0,0,54266,998,8,32,3,3,65,92,195,9,1245,999999994,2545,94,-99999,1,1,5,14,3,4,-99999,2,4,3,4,4,4,60,47,69,82,45,2545,-99999,2458,-99999,15,1580,1580,1245,2074,997,7,4,54266,818,36,39,56,2013,3,83,51,0,1,3300,994,0,39566,9996,260,1,0,10397,1,4,"BRANCH",NA
"H",330,150,1,0,2,0,51,NA,1,4,31217,1,481,469,"GA",2,0,2012,0,322,0,2012,0,19,-1,0,0,0,-1,1,3050,400,4,8,57,98,999999997,999999997,999999997,997,2430,999999994,652,73,-99999,1,1,3,5,-99999,0,-99999,5,5,1,1,1,15,0,6,-99999,-99999,0,652,-99999,-99999,11069,5,9365,12083,11920,13651,998,96,0,3050,18646,25,63,20,521,61,59,39,999999998,998,999999998,998,998,3050,7,111,0,0,2430,1,97,"BRANCH",NA
